Sim instant [s],Timestamp,X Position of 1st satellite,X Position of 2nd satellite,X Position of 3rd satellite,X Position of 4th satellite,Y Position of 1st satellite,Y Position of 2nd satellite,Y Position of 3rd satellite,Y Position of 4th satellite,Z Position of 1st satellite,Z Position of 2nd satellite,Z Position of 3rd satellite,Z Position of 4th satellite,Distance between the 1st satellite and the receiver,Distance between the 2nd satellite and the receiver,Distance between the 3rd satellite and the receiver,Distance between the 4th satellite and the receiver,Pseudorange 1st satellite,Pseudorange 2nd satellite,Pseudorange 3rd satellite,Pseudorange 4th satellite,X position of receiver,Y position of receiver,Z position of receiver,View 1st satellite,View 2nd satellite,View 3rd satellite,View 4th satellite,Eccentricity1,Eccentricity2,Eccentricity3,Eccentricity4,Satellite Antenna Cone Angle,Masking Angle,Axis
3704,2022-01-19 04:35:00,4076334.9374851794,-5321827.540644496,-7071644.704796331,-5983669.583801426,2595254.2770068897,-3419338.3929255283,-427870.40797022986,2292818.4971417338,-1283802.4439590152,-1698852.55852527,2216137.598912445,-262088.8607921044,5956277.438911444,7191573.037784944,6125281.965653894,5314332.40437006,5956277.438911444,7191573.037784944,6125281.965653894,5314332.40437006,-1209702.633119966,214645.43885818037,1228598.0323116265,0,0,1,0,0,0.5,0.6,0.4,45,10,500000
3705,2022-01-19 04:40:00,3911929.686656337,-5115266.673222778,-7186886.486530315,-5856391.915744771,2842388.1742841126,-3512949.172984838,-498323.075638228,2400529.5107750827,-1271863.0403257578,-1763087.12261304,2080492.418887829,-423037.8100110006,5978904.385988117,7184853.88316902,6262099.218077134,5267434.742487673,5978904.385988117,7184853.88316902,6262099.218077134,5267434.742487673,-1209873.6418195823,213679.42303886256,1228598.0323116265,0,0,1,0,0,0.5,0.6,0.4,45,10,500000
3706,2022-01-19 04:45:00,3733715.8249104023,-4897677.288948052,-7291863.500535366,-5717774.57509434,3079488.805240645,-3600251.6956505664,-567398.2515218168,2504130.8884151443,-1255434.1230073248,-1824248.420045644,1943677.1057555832,-583740.6792433327,6007075.713537709,7173223.243242137,6389264.9457305325,5215094.897708391,6007075.713537709,7173223.243242137,6389264.9457305325,5215094.897708391,-1210043.8791011786,212713.270977088,1228598.0323116265,0,0,1,0,0,0.5,0.6,0.4,45,10,500000
3707,2022-01-19 04:50:00,3542322.4243611405,-4668893.095424373,-7387030.282945021,-5567587.932733278,3305719.2350071725,-3680593.821990536,-635086.2724844083,2603210.986268027,-1234573.6839783196,-1881969.738711292,1805934.6620878305,-743842.984476919,6039345.413435179,7156322.185576899,6507189.350071771,5157070.306851231,6039345.413435179,7156322.185576899,6507189.350071771,5157070.306851231,-1210213.3448562114,211746.9832888772,1228598.0323116265,0,0,1,0,0,0.5,0.6,0.4,45,10,500000
3708,2022-01-19 04:55:00,3338425.0792068047,-4428779.646939959,-7472806.386968988,-5405608.819927255,3520280.899132777,-3753260.518247114,-701385.2830311422,2697324.627474441,-1209355.35791758,-1935846.5898274484,1667470.274872388,-902952.205169798,6074228.267963792,7133766.14807565,6616255.802045343,5093131.350309006,6074228.267963792,7133766.14807565,6616255.802045343,5093131.350309006,-1210382.0389766295,210780.5605903373,1228598.0323116265,0,0,1,0,0,0.5,0.6,0.4,45,10,500000
3709,2022-01-19 05:00:00,3122743.520969122,-4177243.8553971495,-7549577.039025301,-5231624.965604319,3722416.422415205,-3817469.239902184,-766299.5906901315,2785990.9375816835,-1179868.1622871885,-1985433.574486469,1528456.0784556947,-1060633.865769837,6110232.264010575,7105144.467160695,6716820.569767751,5023067.234956322,6110232.264010575,7105144.467160695,6716820.569767751,5023067.234956322,-1210549.9613548724,209814.0034976616,1228598.0323116265,0,0,0,0,0,0.5,0.6,0.4,45,10,500000
3710,2022-01-19 05:05:00,2896039.0779331727,-3914245.208685406,-7617693.877183773,-5045440.191667062,3911412.292338358,-3872365.253434695,-829838.2333454082,2868691.214587895,-1146216.1831122304,-2030241.12844742,1389035.383270432,-1216407.3781241917,6145886.932362766,7070020.270275621,6809212.788147915,4946693.474227895,6145886.932362766,7070020.270275621,6809212.788147915,4946693.474227895,-1210717.111883873,208847.31262712876,1228598.0323116265,0,0,0,0,0,0.5,0.6,0.4,45,10,500000
3711,2022-01-19 05:10:00,2659111.9877560227,-3639808.998263396,-7677475.735099446,-4846880.480918658,4086601.3776801135,-3917016.993543143,-892013.7239415463,2944866.8780269357,-1108518.2075704508,-2069732.1862234888,1249326.4463450476,-1369741.6503965503,6179767.29812309,7027930.872947251,6893734.601650973,4863861.363294999,6179767.29812309,7027930.872947251,6893734.601650973,4863861.363294999,-1210883.4904570552,207880.488595103,1228598.0323116265,0,0,0,0,0,0.5,0.6,0.4,45,10,500000
3712,2022-01-19 05:15:00,2412798.572730258,-3354041.9086846355,-7729209.443178246,-4635801.047638591,4247365.2834001295,-3950411.596414223,-952840.94341042,3013917.5557345976,-1066907.3046887284,-2103318.8275713697,1109425.848984541,-1520050.477567166,6210513.505715209,6978388.864845313,6970661.428227516,4774469.9510517325,6210513.505715209,6978388.864845313,6970661.428227516,4774469.9510517325,-1211049.096968336,206913.5320180335,1228598.0323116265,0,0,0,0,0,0.5,0.6,0.4,45,10,500000
3713,2022-01-19 05:20:00,2157968.287673369,-3057150.3793860744,-7773150.625398351,-4412094.557524189,4393136.533495149,-3971450.8076901287,-1012336.1570934408,3075199.3847815325,-1021530.3556264464,-2130358.9999912144,969411.5382323232,-1666687.7415093917,6236846.446710882,6920884.127269171,7040242.305018975,4678481.140197606,6236846.446710882,6920884.127269171,7040242.305018975,4678481.140197606,-1211213.9313121242,205946.44351245376,1228598.0323116265,0,0,0,0,0,0.5,0.6,0.4,45,10,500000
3714,2022-01-19 05:25:00,1895520.650863572,-2749462.212587581,-7809524.475460632,-4175700.661278884,4523400.57411664,-3978947.54242622,-1070516.1335459957,3128023.625466329,-972547.5352038072,-2150153.4528786587,829345.5814507796,-1808942.4660895744,6257579.87842629,6854887.100645956,7102700.286013739,4575938.705670933,6257579.87842629,6854887.100645956,7102700.286013739,4575938.705670933,-1211377.9933833214,204979.22369498145,1228598.0323116265,0,0,0,0,0,0.5,0.6,0.4,45,10,500000
3715,2022-01-19 05:30:00,1626382.0688554577,-2431451.9685503044,-7838526.500103283,-3926617.02393537,4637697.589879992,-3971623.4806552487,-1127397.3475746294,3171655.715314048,-920131.7465052262,-2161943.0767317587,689276.6773243753,-1946033.7961079844,6271629.595193514,6779853.720595514,7158232.869210294,4466992.210852063,6271629.595193514,6779853.720595514,7158232.869210294,4466992.210852063,-1211541.283077321,204011.8731823181,1228598.0323116265,0,0,0,0,0,0.5,0.6,0.4,45,10,500000
3716,2022-01-19 05:35:00,1351502.5663834694,-2103770.7563479696,-7860323.220743881,-3664912.0489660976,4735624.126953958,-3948108.225647021,-1182995.2517894162,3205314.9250056334,-864468.0105535813,-2164906.91996779,549242.461596943,-2077105.999949072,6278020.22575694,6695232.5721505135,7207012.436630903,4351927.0139833465,6278020.22575694,6695232.5721505135,7207012.436630903,4351927.0139833465,-1211703.8002900092,203044.3925912483,1228598.0323116265,0,0,0,0,0,0.5,0.6,0.4,45,10,500000
3717,2022-01-19 05:40:00,1071852.432896231,-1767281.086373089,-7875052.827310151,-3390739.510619045,4816834.517201011,-3906940.7450436186,-1237323.602955234,3228174.821566726,-805752.8132096918,-2158161.264039989,409271.6417270336,-2201223.636762022,6275890.201661303,6600474.982862047,7249186.695159171,4231201.772114891,6275890.201661303,6600474.982862047,7249186.695159171,4231201.772114891,-1211865.5449177648,202076.78253863988,1228598.0323116265,0,0,0,0,0,0.5,0.6,0.4,45,10,500000
3718,2022-01-19 05:45:00,788418.7975590264,-1423097.4852207834,-7882825.780341636,-3104355.3170165736,4881042.098341621,-3846574.073911723,-1290393.8310706613,3239364.797654821,-744193.4116023879,-2140760.284697268,269385.9912538869,-2317367.082625138,6264495.391324343,6495048.997628755,7284879.109962066,4105495.012701364,6264495.391324343,6495048.997628755,7284879.109962066,4105495.012701364,-1212026.5168574587,201109.04364144304,1228598.0323116265,0,0,0,0,0,0.5,0.6,0.4,45,10,500000
3719,2022-01-19 05:50:00,502202.14481423656,-1072633.559057223,-7883725.359312743,-2806136.6262969035,4928020.22583539,-3765384.603779919,-1342214.4404544022,3237972.9911941653,-680007.1025373827,-2111699.0264043966,129602.23190197676,-2424428.679849918,6243211.836629359,6378458.463249204,7314189.32544549,3975762.338994344,6243211.836629359,6378458.463249204,7314189.32544549,3975762.338994344,-1212186.7160064557,200141.17651669012,1228598.0323116265,0,0,0,0,0,0.5,0.6,0.4,45,10,500000
3720,2022-01-19 05:55:00,214212.78279935848,-717656.0860466503,-7877808.156742343,-2496603.5224353475,4957603.072907265,-3661687.7375947614,-1392790.4332267975,3223050.998653196,-613420.4554673701,-2069919.6844432736,-10066.17077460021,-2521209.8633924024,6211537.9728551,6250268.810366059,7337193.571471341,3843305.439962531,6211537.9728551,6250268.810366059,7337193.571471341,3843305.439962531,-1212346.142262611,199173.18178149537,1228598.0323116265,0,0,0,0,0,0.5,0.6,0.4,45,10,500000
3721,2022-01-19 06:00:00,-74532.7229113623,-360346.4536726927,-7865104.519098218,-2176443.417614805,4969686.215894818,-3533762.284911291,-1442122.7464758952,3193620.8792894366,-544668.5127308666,-2014322.5443980696,-149607.27415844268,-2606419.7328784023,6169096.6645000605,6110141.560923694,7353945.055085441,3709852.879351705,6169096.6645000605,6110141.560923694,7353945.055085441,3709852.879351705,-1212504.7955242754,198205.06005305424,1228598.0323116265,0,0,0,0,0,0.5,0.6,0.4,45,10,500000
3722,2022-01-19 06:05:00,-363015.1376532486,-3369.224471310037,-7845618.936846783,-1846538.271703168,4964227.0028504105,-3379886.7309846096,-1490207.6951279957,3148685.0570845017,-473993.9598828504,-1943783.3922561456,-289008.9650324662,-2678675.682943065,6115637.352277744,5957880.101689025,7364474.340401813,3577649.9545983216,6115637.352277744,5957880.101689025,7364474.340401813,3577649.9545983216,-1212662.6756902908,197236.8119486432,1228598.0323116265,0,0,0,0,0,0.5,0.6,0.4,45,10,500000
3723,2022-01-19 06:10:00,-650216.1554390581,350053.3544941883,-7819330.38730069,-1507994.5892243842,4941244.704097099,-3198391.4526798446,-1537036.4131286172,3087239.8502935194,-401646.26904582593,-1857179.7972883368,-428257.28399184666,-2736506.883072061,6051038.581590283,5793489.804688966,7368789.721676034,3449549.721367225,6051038.581590283,5793489.804688966,7368789.721676034,3449549.721367225,-1212819.7826599923,196268.4380856193,1228598.0323116265,0,0,0,0,0,0.5,0.6,0.4,45,10,500000
3724,2022-01-19 06:15:00,-935121.993448735,696063.7412375854,-7786192.635236426,-1162175.9466695534,4900820.444206867,-2987732.054371833,-1582594.2860008443,3008293.4904365405,-327880.81830517296,-1753429.3861241036,-567334.7466731193,-2778361.6140386816,5975311.170155546,5617256.024876652,7366877.597089696,3329088.3588264515,5975311.170155546,5617256.024876652,7366877.597089696,3329088.3588264515,-1212976.1163332085,195299.93908141975,1228598.0323116265,0,0,0,0,0,0.5,0.6,0.4,45,10,500000
3725,2022-01-19 06:20:00,-1216726.9705529627,1030093.947138128,-7746134.497644469,-810737.4871519866,4843096.915641276,-2746590.1603828934,-1626860.368206588,2910889.6220445847,-252957.9902572034,-1631544.0322640245,-706218.6409761237,-2802619.7207835554,5888602.271192095,5429843.597563702,7358702.853474116,3220514.72736291,5888602.271192095,5429843.597563702,7358702.853474116,3220514.72736291,-1213131.6766102605,194331.31555356176,1228598.0323116265,0,0,0,0,0,0.5,0.6,0.4,45,10,500000
3726,2022-01-19 06:25:00,-1494037.0572387849,1346802.6803710512,-7699060.080492119,-455661.3563684171,4768277.875065341,-2474008.963059988,-1669806.7790038355,2794137.380693604,-177142.25289193558,-1490704.6540962495,-844879.2794543318,-2807611.723154731,5791200.596669775,5232420.651241222,7344209.275244653,3128727.997101032,5791200.596669775,5232420.651241222,7344209.275244653,3128727.997101032,-1213286.463391963,193362.56811964168,1228598.0323116265,0,0,0,0,0,0.5,0.6,0.4,45,10,500000
3727,2022-01-19 06:30:00,-1766073.3844065105,1640041.059983261,-7644848.997079098,-99291.39796683646,4676627.42411259,-2169570.9977785954,-1711398.0706883415,2657249.193985013,-100701.22605495113,-1330361.737525717,-983278.1857667452,-2791646.414789776,5683543.079219785,5026806.825195009,7323319.994335837,3059066.0225276155,5683543.079219785,5026806.825195009,7323319.994335837,3059066.0225276155,-1213440.4765796228,192393.6973973348,1228598.0323116265,0,0,0,0,0,0.5,0.6,0.4,45,10,500000
3728,2022-01-19 06:35:00,-2031875.6986523047,1902872.296473599,-7583356.579513367,255635.4695501323,4568469.077140122,-1833623.8132560696,-1751590.5632399009,2499587.3804358267,-23904.73678360592,-1150366.1213092504,-1121366.1935116982,-2753049.0323600112,5566223.265688638,4815639.577055333,7295938.002082927,3016896.296495639,5566223.265688638,4815639.577055333,7295938.002082927,3016896.296495639,-1213593.716075042,191424.70400439532,1228598.0323116265,0,0,0,0,0,0.5,0.6,0.4,45,10,500000
3729,2022-01-19 06:40:00,-2290505.751839756,2127682.411619974,-7514414.097098327,605964.9449766767,4444184.619264337,-1467553.2631276506,-1790331.6394766634,2320720.3471444203,52976.133147863686,-951131.7529554408,-1259081.4349084622,-2690212.212543942,5440001.740493531,4602539.538663779,7261946.748983148,3007009.756730452,5440001.740493531,4602539.538663779,7261946.748983148,3007009.756730452,-1213746.1817805138,190455.58855865544,1228598.0323116265,0,0,0,0,0,0.5,0.6,0.4,45,10,500000
3730,2022-01-19 06:45:00,-2541050.612995662,2306431.1875933385,-7437828.998083726,948113.3068264253,4304212.758708367,-1074090.6006887432,-1827558.9948677707,2120488.5844390187,129670.00411229508,-733824.9428787734,-1396347.1956494623,-2601661.840745433,5305818.857031386,4392233.868338036,7221210.86433099,3032907.9650041866,5305818.857031386,4392233.868338036,7221210.86433099,3032907.9650041866,-1213897.873598826,189486.3516780253,1228598.0323116265,0,0,0,0,0,0.5,0.6,0.4,45,10,500000
3731,2022-01-19 06:50:00,-2782625.89083948,2431098.423983097,-7353385.194388194,1278074.4974361672,4149047.578218217,-657614.1649010403,-1863199.836177654,1899079.5639191107,205906.15656493625,-500560.3354766935,-1533069.610802918,-2486139.3343274663,5164809.984467004,4190564.7128998814,7173577.035161516,3096166.706885645,5164809.984467004,4190564.7128998814,7173577.035161516,3096166.706885645,-1214048.7914332598,188516.99398049232,1228598.0323116265,0,0,0,0,0,0.5,0.6,0.4,45,10,500000
3732,2022-01-19 06:55:00,-3014378.855571307,2494365.8544764,-7260843.4126634225,1591454.8031331934,3979236.791013931,-224367.4128231439,-1897170.0231316115,1657108.8869286147,281415.4866487762,-254560.62482897585,-1669135.174894808,-2342700.6215621927,5018323.314040839,4004277.124843867,7118875.093140214,3196079.6414601924,5018323.314040839,4004277.124843867,7118875.093140214,3196079.6414601924,-1214198.9351875896,187547.51608412105,1228598.0323116265,0,0,0,0,0,0.5,0.6,0.4,45,10,500000
3733,2022-01-19 07:00:00,-3235491.4488988947,2490518.293024677,-7159941.639579187,1883544.734353212,3795379.807432059,217528.496268798,-1929373.1473187648,1395702.4635858214,355931.45609670493,-209.13762273364512,-1804408.03721946,-2170829.7569513125,4867939.950631314,3840476.0189847737,7056919.369508396,3329691.778234942,4867939.950631314,3840476.0189847737,7056919.369508396,3329691.778234942,-1214348.3047660831,186577.9186070527,1228598.0323116265,0,0,0,0,0,0.5,0.6,0.4,45,10,500000
3734,2022-01-19 07:05:00,-3445183.1716786763,2416435.2309766784,-7050395.694630026,2149437.55452154,3598125.6190839084,658405.9562988688,-1959699.542609837,1116571.1455701443,429191.03307746886,257090.7929222911,-1938727.0510073532,-1970561.484763492,4715495.450910802,3705715.161767295,6987510.3925760295,3492176.5476781866,4715495.450910802,3705715.161767295,6987510.3925760295,3492176.5476781866,-1214496.9000735022,185608.2021675047,1228598.0323116265,0,0,0,0,0,0.5,0.6,0.4,45,10,500000
3735,2022-01-19 07:10:00,-3642713.838977808,2272406.3732621474,-6931899.970303722,2384201.348627259,3388170.507998258,1087803.281090729,-1988025.221492583,822065.4603381344,500935.6206643571,511307.5159419056,-2071902.5422982057,-1742602.11380968,4563101.03934786,3604865.511697048,6910437.020396129,3677400.585180775,4563101.03934786,3604865.511697048,6910437.020396129,3677400.585180775,-1214644.7210151022,184638.36738377035,1228598.0323116265,0,0,0,0,0,0.5,0.6,0.4,45,10,500000
3736,2022-01-19 07:15:00,-3827386.192832216,2062441.6355254024,-6804128.387371035,2583105.341700295,3166255.5888349465,1495551.7593565534,-2014210.7319533883,515194.8627077653,570911.9696492427,756390.687299611,-2203712.76119972,-1488432.377740318,4413161.303184094,3540135.7290076776,6825479.124275647,3878514.705407257,4413161.303184094,3540135.7290076776,6825479.124275647,3878514.705407257,-1214791.7674966324,183668.41487421832,1228598.0323116265,0,0,0,0,0,0.5,0.6,0.4,45,10,500000
3737,2022-01-19 07:20:00,-3998548.3634779262,1793870.5808938015,-6666735.622658769,2741890.674724716,2933164.192845014,1872915.560216316,-2038099.929914448,199594.9111165788,638873.0724798613,986947.0460796946,-2333899.974661645,-1210371.059121439,4268383.137741938,3510684.922377652,6732410.968143475,4088474.82448913,4268383.137741938,3510684.922377652,6732410.968143475,4088474.82448913,-1214938.0394243351,182698.34525729244,1228598.0323116265,0,0,0,0,0,0.5,0.6,0.4,45,10,500000
3738,2022-01-19 07:25:00,-4155596.170367872,1476319.3936784212,-6519358.678360256,2857061.879168874,2689719.102811678,2213429.653070657,-2059518.6628353212,-120570.89490662311,704579.0351648444,1198773.8250089742,-2462166.1559384,-911576.6151069738,4131768.132999709,3513026.332852678,6631005.466469819,4300466.230570572,4131768.132999709,3513026.332852678,6631005.466469819,4300466.230570572,-1215083.5367049472,181728.15915151112,1228598.0323116265,0,0,0,0,0,0.5,0.6,0.4,45,10,500000
3739,2022-01-19 07:30:00,-4297975.254851864,1120417.984614502,-6361618.876211115,2926161.2791980123,2436779.648732463,2513215.6301280097,-2078273.3609980163,-440778.6482494726,767797.9240687937,1389105.454495878,-2588168.221566724,-595968.7662413234,4006577.86410749,3542011.435848921,6521039.552016358,4508240.614508953,4006577.86410749,3542011.435848921,6521039.552016358,4508240.614508953,-1215228.2592456995,180757.8571754672,1228598.0323116265,0,0,0,0,0,0.5,0.6,0.4,45,10,500000
3740,2022-01-19 07:35:00,-4425183.03699165,736635.1439410585,-6193124.377327727,2947980.376779644,2175238.6744943326,2770798.043271029,-2094149.5343392163,-756370.390917254,828306.5846083164,1556566.5425655586,-2711512.7619879823,-268064.55057559605,3896259.706373565,3591942.304420552,6402300.947657101,4706378.210682818,3896259.706373565,3591942.304420552,6402300.947657101,4706378.210682818,-1215372.2069543165,179787.43994782717,1228598.0323116265,0,0,0,0,0,0.5,0.6,0.4,45,10,500000
